Betweeness Centrality on all courses within file

The betweenness centrality of START is 0
The betweenness centrality of END is 0
The betweenness centrality of HIST 211 is 0.000256016
The betweenness centrality of HIST 213 is 0.000256016
The betweenness centrality of HIST 219 is 0.000256016
The betweenness centrality of HIST 220 is 0.000256016
The betweenness centrality of HIST 221 is 0.000256016
The betweenness centrality of HIST 222 is 0.000256016
The betweenness centrality of HIST 227 is 0.000256016
The betweenness centrality of HIST 236 is 0.000256016
The betweenness centrality of HIST 240 is 0.000256016
The betweenness centrality of HIST 241 is 0.000256016
The betweenness centrality of HIST 245 is 0.000256016
The betweenness centrality of HIST 251 is 0.000256016
The betweenness centrality of HIST 252 is 0.000256016
The betweenness centrality of HIST 255 is 0.000256016
The betweenness centrality of HIST 258 is 0.000256016
The betweenness centrality of HIST 259 is 0.000256016
The betweenness centrality of HIST 260 is 0.000256016
The betweenness centrality of HIST 262 is 0.000256016
The betweenness centrality of HIST 263 is 0.000256016
The betweenness centrality of HIST 264 is 0.000256016
The betweenness centrality of HIST 265 is 0.000256016
The betweenness centrality of HIST 269 is 0.000256016
The betweenness centrality of HIST 272 is 0.000256016
The betweenness centrality of HIST 273 is 0.000256016
The betweenness centrality of HIST 277 is 0.000256016
The betweenness centrality of HIST 279 is 0.000256016
The betweenness centrality of HIST 280 is 0.000256016
The betweenness centrality of HIST 281 is 0.000256016
The betweenness centrality of HIST 283 is 0.000256016
The betweenness centrality of HIST 285 is 0.000256016
The betweenness centrality of HIST 287 is 0.000256016
The betweenness centrality of HIST 289 is 0.000256016
The betweenness centrality of HIST 290 is 0.000256016
The betweenness centrality of HIST 292 is 0.000256016
The betweenness centrality of HIST 300 is 0.000256016
The betweenness centrality of HIST 307 is 0.000256016
The betweenness centrality of HIST 308 is 0.000256016
The betweenness centrality of HIST 310 is 0.000256016
The betweenness centrality of HIST 311 is 0.000256016
The betweenness centrality of HIST 312 is 0.000256016
The betweenness centrality of HIST 325 is 0.000256016
The betweenness centrality of HIST 335 is 0.000256016
The betweenness centrality of HIST 337 is 0.000256016
The betweenness centrality of HIST 338 is 0.000256016
The betweenness centrality of HIST 344 is 0.000256016
The betweenness centrality of HIST 347 is 0.000256016
The betweenness centrality of HIST 348 is 0.000256016
The betweenness centrality of HIST 349 is 0.000256016
The betweenness centrality of HIST 353 is 0.000256016
The betweenness centrality of HIST 354 is 0.000256016
The betweenness centrality of HIST 356 is 0.000256016
The betweenness centrality of HIST 357 is 0.000256016
The betweenness centrality of HIST 358 is 0.000256016
The betweenness centrality of HIST 361 is 0.000256016
The betweenness centrality of HIST 364 is 0.000256016
The betweenness centrality of HIST 367 is 0.000256016
The betweenness centrality of HIST 371 is 0.000256016
The betweenness centrality of HIST 372 is 0.000256016
The betweenness centrality of HIST 374 is 0.000256016
The betweenness centrality of HIST 381 is 0.000256016
The betweenness centrality of HIST 383 is 0.576923
The betweenness centrality of HIST 385 is 0.75
The betweenness centrality of HIST 387 is 0.000256016
The betweenness centrality of HIST 390 is 0.000256016
The betweenness centrality of HIST 392 is 0.000256016
The betweenness centrality of HIST 394 is 0.000256016
The betweenness centrality of HIST 398 is 0.000256016
The betweenness centrality of HIST 399 is 0.000256016
The betweenness centrality of HIST 400 is 0.000256016
The betweenness centrality of HIST 405 is 0.000256016
The betweenness centrality of HIST 420 is 0.000256016
The betweenness centrality of HIST 422 is 0.000256016
The betweenness centrality of HIST 425 is 0.000256016
The betweenness centrality of HIST 427 is 0.000256016
The betweenness centrality of HIST 432 is 0.000256016
The betweenness centrality of HIST 434 is 0.000256016
The betweenness centrality of HIST 439 is 0.000256016
The betweenness centrality of HIST 440 is 0.000256016
The betweenness centrality of HIST 442 is 0.000256016
The betweenness centrality of HIST 443 is 0.000256016
The betweenness centrality of HIST 445 is 0.000256016
The betweenness centrality of HIST 456 is 0.000256016
The betweenness centrality of HIST 478 is 0.5
The betweenness centrality of HIST 486 is 0.000256016
The betweenness centrality of HIST 490 is 0.000256016
The betweenness centrality of HIST 491 is 0.000256016
The betweenness centrality of HIST 492 is 2
The betweenness centrality of HIST 493 is 3
The betweenness centrality of HIST 495 is 0
The betweenness centrality of HIST 499 is 0
The betweenness centrality of HIST 498 is 0.000256016
The betweenness centrality of HIST 502 is 0.000256016
The betweenness centrality of HIST 504 is 0.000256016
The betweenness centrality of HIST 507 is 0.000256016
The betweenness centrality of HIST 510 is 0.000256016
The betweenness centrality of HIST 521 is 1
The betweenness centrality of HIST 542 is 0.000256016
The betweenness centrality of HIST 560 is 0.000256016
The betweenness centrality of HIST 570 is 0.000256016
The betweenness centrality of HIST 572 is 0.000256016
The betweenness centrality of HIST 591 is 0.000256016
The betweenness centrality of HIST 593 is 1
The betweenness centrality of HIST 594 is 1
The betweenness centrality of HIST 596 is 0.000256016
The betweenness centrality of HIST 597 is 0.000256016
The betweenness centrality of HIST 598 is 0.000256016
The betweenness centrality of HIST 599 is 0.000256016
The betweenness centrality of HNDI 115 is 0.000256016
The betweenness centrality of HNDI 201 is 5
The betweenness centrality of HNDI 202 is 9
The betweenness centrality of HNDI 403 is 11
The betweenness centrality of HNDI 404 is 11
The betweenness centrality of HNDI 405 is 9
The betweenness centrality of HNDI 406 is 5
The betweenness centrality of HORT 105 is 0.000256016
The betweenness centrality of HORT 106 is 0.000256016
The betweenness centrality of HORT 180 is 0.000256016
The betweenness centrality of HORT 199 is 0.000256016
The betweenness centrality of HORT 205 is 0.000256016
The betweenness centrality of HORT 223 is 0.000256016
The betweenness centrality of HORT 226 is 0.348214
The betweenness centrality of HORT 240 is 0.0625
The betweenness centrality of HORT 261 is 0.000256016
The betweenness centrality of HORT 294 is 0.000256016
The betweenness centrality of HORT 341 is 0.296703
The betweenness centrality of HORT 344 is 0.0625
The betweenness centrality of HORT 360 is 0.142857
The betweenness centrality of HORT 361 is 0.205357
The betweenness centrality of HORT 393 is 0.000256016
The betweenness centrality of HORT 395 is 0.000256016
The betweenness centrality of HORT 396 is 0.000256016
The betweenness centrality of HORT 430 is 0.000256016
The betweenness centrality of HORT 435 is 0.285714
The betweenness centrality of HORT 453 is 0.153409
The betweenness centrality of HORT 566 is 0.132576
The betweenness centrality of HRD 402 is 0.000256016
The betweenness centrality of HRD 414 is 0.000256016
The betweenness centrality of HRD 415 is 0.000256016
The betweenness centrality of HRD 440 is 0.25
The betweenness centrality of HRD 472 is 0.000256016
The betweenness centrality of HRD 480 is 0.000256016
The betweenness centrality of HRD 501 is 0.000256016
The betweenness centrality of HRD 532 is 0.000256016
The betweenness centrality of HRD 534 is 0.333333
The betweenness centrality of HRD 535 is 0.000256016
The betweenness centrality of HRD 536 is 0.000256016
The betweenness centrality of HRD 540 is 0.75
The betweenness centrality of HRD 550 is 0.000256016
The betweenness centrality of HRD 572 is 0.000256016
The betweenness centrality of HRD 585 is 0.000256016
The betweenness centrality of HRD 592 is 0.000256016
The betweenness centrality of HT 501 is 0.000256016
The betweenness centrality of HT 502 is 0.000256016
The betweenness centrality of HT 503 is 0.000256016
The betweenness centrality of HT 504 is 0.000256016
The betweenness centrality of HT 510 is 1
The betweenness centrality of HT 511 is 1
The betweenness centrality of HUM 110 is 0.000256016
The betweenness centrality of HUM 111 is 0.000256016
The betweenness centrality of HUM 191 is 0.000256016
The betweenness centrality of HUM 199 is 0.000256016
The betweenness centrality of HUM 275 is 0.000256016
The betweenness centrality of HUM 390 is 0.000256016
The betweenness centrality of HUM 395 is 0.000256016
The betweenness centrality of HUM 397 is 0.000256016
The betweenness centrality of HUM 492 is 0.000256016
The betweenness centrality of HUM 495 is 0.000256016
The betweenness centrality of HUM 498 is 0.000256016
The betweenness centrality of IB 105 is 0.000256016
The betweenness centrality of IB 108 is 0.000256016
The betweenness centrality of IB 110 is 0.000256016
The betweenness centrality of IB 151 is 0.0769231
The betweenness centrality of IB 199 is 0.000256016
The betweenness centrality of IB 202 is 10.6667
The betweenness centrality of IB 210 is 0.000256016
The betweenness centrality of IB 220 is 0.000256016
The betweenness centrality of IB 230 is 0.000256016
The betweenness centrality of IB 271 is 3
The betweenness centrality of IB 290 is 0.000256016
The betweenness centrality of IB 292 is 0.000256016
The betweenness centrality of IB 299 is 0.333333
The betweenness centrality of IB 303 is 0.0769231
The betweenness centrality of IB 329 is 2
The betweenness centrality of IB 335 is 1
The betweenness centrality of IB 348 is 0.166667
The betweenness centrality of IB 360 is 0.330891
The betweenness centrality of IB 361 is 0.000256016
The betweenness centrality of IB 362 is 0.000256016
The betweenness centrality of IB 372 is 0.5
The betweenness centrality of IB 390 is 0.333333
The betweenness centrality of IB 401 is 3.33333
The betweenness centrality of IB 405 is 0.0625
The betweenness centrality of IB 411 is 0.000256016
The betweenness centrality of IB 416 is 0.375496
The betweenness centrality of IB 421 is 0.779762
The betweenness centrality of IB 426 is 0.375
The betweenness centrality of IB 427 is 1.16667
The betweenness centrality of IB 430 is 0.5
The betweenness centrality of IB 431 is 0.5
The betweenness centrality of IB 432 is 0.139423
The betweenness centrality of IB 434 is 0.166667
The betweenness centrality of IB 435 is 0.25
The betweenness centrality of IB 436 is 0.122378
The betweenness centrality of PSYC 210 is 36.5
The betweenness centrality of IB 440 is 0.205357
The betweenness centrality of IB 442 is 0.142857
The betweenness centrality of IB 451 is 0.0833333
The betweenness centrality of IB 453 is 0.0833333
The betweenness centrality of IB 462 is 0.25
The betweenness centrality of IB 463 is 0.142857
The betweenness centrality of IB 464 is 0.142857
The betweenness centrality of IB 467 is 2.14286
The betweenness centrality of IB 468 is 1.5
The betweenness centrality of IB 472 is 0.145833
The betweenness centrality of IB 473 is 0.639423
The betweenness centrality of IB 477 is 0.0909091
The betweenness centrality of IB 478 is 0.153409
The betweenness centrality of IB 479 is 0.215909
The betweenness centrality of IB 480 is 0.25
The betweenness centrality of IB 482 is 0.0769231
The betweenness centrality of IB 484 is 0.000256016
The betweenness centrality of IB 487 is 0.2
The betweenness centrality of IB 490 is 0.333333
The betweenness centrality of IB 491 is 0.25
The betweenness centrality of IB 492 is 3.58333
The betweenness centrality of IB 496 is 0.000256016
The betweenness centrality of IB 499 is 0.000256016
The betweenness centrality of IB 501 is 0.000256016
The betweenness centrality of IB 504 is 0.0625
The betweenness centrality of IB 505 is 0.000256016
The betweenness centrality of IB 513 is 0.000256016
The betweenness centrality of IB 516 is 0.000256016
The betweenness centrality of IB 526 is 0.000256016
The betweenness centrality of IB 531 is 0.000256016
The betweenness centrality of IB 532 is 0.000256016
The betweenness centrality of IB 534 is 0.000256016
The betweenness centrality of IB 536 is 0.000256016
The betweenness centrality of IB 546 is 0.000256016
The betweenness centrality of IB 590 is 0.000256016
The betweenness centrality of IE 199 is 0.000256016
The betweenness centrality of IE 297 is 0.000256016
The betweenness centrality of IE 330 is 0.0714286
The betweenness centrality of IE 340 is 0.243478
The betweenness centrality of IE 360 is 0.111111
The betweenness centrality of IE 361 is 0.111111
The betweenness centrality of IE 370 is 0.18254
The betweenness centrality of IE 397 is 0.000256016
The betweenness centrality of IE 398 is 0.000256016
The betweenness centrality of IE 400 is 0.0714286
The betweenness centrality of IE 405 is 0.0666667
The betweenness centrality of IE 410 is 7
The betweenness centrality of IE 412 is 0.111111
The betweenness centrality of IE 413 is 0.177778
The betweenness centrality of IE 420 is 0.0714286
The betweenness centrality of IE 431 is 0.0714286
The betweenness centrality of IE 445 is 0.243478
The betweenness centrality of IE 497 is 0.000256016
The betweenness centrality of IE 498 is 0.000256016
The betweenness centrality of IE 510 is 0.111111
The betweenness centrality of IE 511 is 0.642857
The betweenness centrality of IE 514 is 0.142857
The betweenness centrality of IE 517 is 1
The betweenness centrality of IE 523 is 15
The betweenness centrality of IE 518 is 1
The betweenness centrality of IE 519 is 0.267857
The betweenness centrality of IE 521 is 1.01067
The betweenness centrality of IE 524 is 0.534483
The betweenness centrality of IE 526 is 1
The betweenness centrality of IE 527 is 0.000256016
The betweenness centrality of IE 529 is 0.105911
The betweenness centrality of IE 531 is 0.24812
The betweenness centrality of IE 532 is 1
The betweenness centrality of MATH 412 is 16
The betweenness centrality of IE 533 is 0.714286
The betweenness centrality of IE 534 is 0.142857
The betweenness centrality of IE 546 is 0.000256016
The betweenness centrality of IE 590 is 0.000256016
The betweenness centrality of IE 597 is 0.000256016
The betweenness centrality of IE 598 is 0.000256016
The betweenness centrality of IE 599 is 0.000256016
The betweenness centrality of IHLT 101 is 0.000256016
The betweenness centrality of IHLT 102 is 0.000256016
The betweenness centrality of IHLT 230 is 0.000256016
The betweenness centrality of IHLT 232 is 0.000256016
The betweenness centrality of IHLT 240 is 0.000256016
The betweenness centrality of IHLT 375 is 0.000256016
The betweenness centrality of IHLT 385 is 0.000256016
The betweenness centrality of IHLT 391 is 0.000256016
The betweenness centrality of IHLT 474 is 0.000256016
The betweenness centrality of IHLT 475 is 0.000256016
The betweenness centrality of INFO 102 is 0.000256016
The betweenness centrality of INFO 199 is 0.000256016
The betweenness centrality of INFO 202 is 0.000256016
The betweenness centrality of INFO 303 is 0.000256016
The betweenness centrality of INFO 326 is 0.000256016
The betweenness centrality of INFO 345 is 0.000256016
The betweenness centrality of INFO 399 is 0.000256016
The betweenness centrality of INFO 403 is 0.000256016
The betweenness centrality of INFO 490 is 0.000256016
The betweenness centrality of INFO 491 is 0.000256016
The betweenness centrality of INFO 500 is 0.000256016
The betweenness centrality of INFO 510 is 0.000256016
The betweenness centrality of INFO 555 is 0.000256016
The betweenness centrality of INFO 590 is 0.000256016
The betweenness centrality of INFO 591 is 0.000256016
The betweenness centrality of INFO 597 is 0.000256016
The betweenness centrality of INFO 599 is 0.000256016
The betweenness centrality of IS 100 is 0.000256016
The betweenness centrality of IS 101 is 1
The betweenness centrality of IS 107 is 0.333333
The betweenness centrality of IS 189 is 0.000256016
The betweenness centrality of IS 199 is 0.000256016
The betweenness centrality of IS 202 is 5
The betweenness centrality of IS 203 is 3
The betweenness centrality of IS 204 is 0.5
The betweenness centrality of IS 205 is 5
The betweenness centrality of IS 206 is 1.66667
The betweenness centrality of IS 226 is 1.5
The betweenness centrality of IS 229 is 1.16667
The betweenness centrality of IS 236 is 1.5
The betweenness centrality of IS 249 is 0.666667
The betweenness centrality of IS 265 is 0.000256016
The betweenness centrality of IS 266 is 0.000256016
The betweenness centrality of IS 269 is 0.666667
The betweenness centrality of IS 305 is 1.66667
The betweenness centrality of IS 308 is 0.166667
The betweenness centrality of IS 309 is 0.166667
The betweenness centrality of IS 311 is 0.166667
The betweenness centrality of IS 324 is 0.000256016
The betweenness centrality of IS 334 is 0.000256016
The betweenness centrality of IS 351 is 0.000256016
The betweenness centrality of IS 381 is 0.000256016
The betweenness centrality of IS 389 is 0.000256016
The betweenness centrality of IS 390 is 0.000256016
The betweenness centrality of IS 400 is 0.000256016
The betweenness centrality of IS 401 is 0.000256016
The betweenness centrality of IS 403 is 0.000256016
The betweenness centrality of IS 404 is 0.000256016
The betweenness centrality of IS 406 is 0.000256016
The betweenness centrality of IS 407 is 0.000256016
The betweenness centrality of IS 409 is 0.000256016
The betweenness centrality of IS 410 is 0.000256016
The betweenness centrality of IS 413 is 0.000256016
The betweenness centrality of IS 417 is 0.666667
The betweenness centrality of IS 430 is 1.75
The betweenness centrality of IS 418 is 0.000256016
The betweenness centrality of IS 419 is 0.000256016
The betweenness centrality of IS 420 is 0.000256016
The betweenness centrality of IS 423 is 0.000256016
The betweenness centrality of IS 424 is 0.000256016
The betweenness centrality of IS 426 is 0.000256016
The betweenness centrality of IS 429 is 0.000256016
The betweenness centrality of IS 436 is 0.000256016
The betweenness centrality of IS 439 is 0.333333
The betweenness centrality of IS 440 is 0.000256016
The betweenness centrality of IS 445 is 0.000256016
The betweenness centrality of IS 446 is 0.000256016
The betweenness centrality of IS 451 is 0.000256016
The betweenness centrality of IS 452 is 0.25
The betweenness centrality of IS 453 is 0.000256016
The betweenness centrality of IS 455 is 0.000256016
The betweenness centrality of IS 456 is 0.000256016
The betweenness centrality of IS 457 is 0.000256016
The betweenness centrality of IS 458 is 0.000256016
The betweenness centrality of IS 461 is 0.000256016
The betweenness centrality of IS 462 is 0.000256016
The betweenness centrality of IS 464 is 0.000256016
The betweenness centrality of IS 467 is 0.000256016
The betweenness centrality of IS 471 is 0.000256016
The betweenness centrality of IS 477 is 6.83333
The betweenness centrality of CS 207 is 0
The betweenness centrality of CS 227 is 0
The betweenness centrality of IS 207 is 0
The betweenness centrality of STAT 227 is 0
The betweenness centrality of IS 483 is 0.000256016
The betweenness centrality of IS 490 is 0.166667
The betweenness centrality of IS 496 is 0.000256016
The betweenness centrality of IS 497 is 0.000256016
The betweenness centrality of IS 501 is 2.75
The betweenness centrality of IS 502 is 0.000256016
The betweenness centrality of IS 503 is 0.000256016
The betweenness centrality of IS 504 is 0.000256016
The betweenness centrality of IS 505 is 2.75
The betweenness centrality of IS 506 is 0.000256016
The betweenness centrality of IS 507 is 1
The betweenness centrality of IS 508 is 0.2
The betweenness centrality of IS 509 is 0.000256016
The betweenness centrality of IS 510 is 0.000256016
The betweenness centrality of IS 511 is 0.000256016
The betweenness centrality of IS 514 is 0.000256016
The betweenness centrality of IS 515 is 0.000256016
The betweenness centrality of IS 516 is 0.000256016
The betweenness centrality of IS 517 is 2
The betweenness centrality of IS 519 is 0.000256016
The betweenness centrality of IS 521 is 1.73333
The betweenness centrality of IS 523 is 0.000256016
The betweenness centrality of IS 524 is 0.000256016
The betweenness centrality of IS 525 is 0.000256016
The betweenness centrality of IS 527 is 0.000256016
The betweenness centrality of IS 529 is 0.000256016
The betweenness centrality of IS 530 is 0.4
The betweenness centrality of IS 532 is 0.000256016
The betweenness centrality of IS 533 is 0.000256016
The betweenness centrality of IS 534 is 0.000256016
The betweenness centrality of IS 537 is 0.000256016
The betweenness centrality of IS 538 is 0.000256016
The betweenness centrality of IS 539 is 0.000256016
The betweenness centrality of IS 540 is 0.000256016
The betweenness centrality of IS 541 is 0.000256016
The betweenness centrality of IS 542 is 0.000256016
The betweenness centrality of IS 543 is 0.000256016
The betweenness centrality of IS 544 is 0.000256016
The betweenness centrality of IS 545 is 0.000256016
The betweenness centrality of IS 548 is 0.000256016
The betweenness centrality of IS 549 is 0.000256016
The betweenness centrality of IS 551 is 0.000256016
The betweenness centrality of IS 555 is 0.000256016
The betweenness centrality of IS 557 is 4.47619
The betweenness centrality of IS 577 is 0.5
The betweenness centrality of IS 590 is 0.5
The betweenness centrality of IS 559 is 0.000256016
The betweenness centrality of IS 560 is 0.000256016
The betweenness centrality of IS 561 is 0.2
The betweenness centrality of IS 562 is 0.000256016
The betweenness centrality of IS 563 is 0.000256016
The betweenness centrality of IS 567 is 0.000256016
The betweenness centrality of IS 568 is 0.000256016
The betweenness centrality of IS 569 is 0.000256016
The betweenness centrality of IS 571 is 0.000256016
The betweenness centrality of IS 573 is 0.000256016
The betweenness centrality of IS 575 is 0.4
The betweenness centrality of IS 578 is 0.000256016
The betweenness centrality of IS 580 is 0.000256016
The betweenness centrality of IS 581 is 0.000256016
The betweenness centrality of IS 582 is 0.000256016
The betweenness centrality of IS 583 is 0.000256016
The betweenness centrality of IS 584 is 0.000256016
The betweenness centrality of IS 585 is 0.4
The betweenness centrality of IS 586 is 0.000256016
The betweenness centrality of IS 587 is 0.000256016
The betweenness centrality of IS 589 is 1
The betweenness centrality of IS 592 is 1
The betweenness centrality of IS 591 is 0.000256016
The betweenness centrality of IS 593 is 0.000256016
The betweenness centrality of IS 594 is 0.000256016
The betweenness centrality of IS 595 is 0.000256016
The betweenness centrality of IS 596 is 0.000256016
The betweenness centrality of IS 597 is 0.000256016
The betweenness centrality of IS 599 is 0.000256016
The betweenness centrality of ITAL 101 is 7
The betweenness centrality of ITAL 102 is 13
The betweenness centrality of ITAL 103 is 17
The betweenness centrality of ITAL 104 is 19
The betweenness centrality of ITAL 156 is 0.000256016
The betweenness centrality of ITAL 199 is 0.000256016
The betweenness centrality of ITAL 200 is 2
The betweenness centrality of ITAL 210 is 5
The betweenness centrality of ITAL 220 is 0.000256016
The betweenness centrality of ITAL 240 is 0.000256016
The betweenness centrality of ITAL 310 is 1
The betweenness centrality of ITAL 390 is 2
The betweenness centrality of ITAL 413 is 0.000256016
The betweenness centrality of ITAL 414 is 0.000256016
The betweenness centrality of ITAL 415 is 0.000256016
The betweenness centrality of ITAL 418 is 0.000256016
The betweenness centrality of ITAL 420 is 0.000256016
The betweenness centrality of ITAL 435 is 0.411111
The betweenness centrality of ITAL 460 is 0.111111
The betweenness centrality of ITAL 470 is 0.000256016
The betweenness centrality of ITAL 489 is 0.000256016
The betweenness centrality of ITAL 491 is 0.000256016
The betweenness centrality of ITAL 505 is 0.000256016
The betweenness centrality of ITAL 510 is 0.000256016
The betweenness centrality of ITAL 559 is 0.166667
The betweenness centrality of ITAL 584 is 0.111111
The betweenness centrality of ITAL 588 is 0.142857
The betweenness centrality of ITAL 595 is 0.000256016
The betweenness centrality of ITAL 599 is 0.000256016
The betweenness centrality of JAPN 201 is 7
The betweenness centrality of JAPN 202 is 13
The betweenness centrality of JAPN 203 is 17
The betweenness centrality of JAPN 204 is 19
The betweenness centrality of JAPN 305 is 19
The betweenness centrality of JAPN 306 is 17
The betweenness centrality of JAPN 407 is 1
The betweenness centrality of JAPN 408 is 1
The betweenness centrality of JAPN 410 is 0.000256016
The betweenness centrality of JAPN 440 is 13
The betweenness centrality of JAPN 441 is 7
The betweenness centrality of JAPN 499 is 0.000256016
The betweenness centrality of JOUR 101 is 0.000256016
The betweenness centrality of JOUR 199 is 0.000256016
The betweenness centrality of JOUR 200 is 12
The betweenness centrality of JOUR 205 is 0.000256016
The betweenness centrality of JOUR 210 is 23
The betweenness centrality of JOUR 215 is 18
The betweenness centrality of JOUR 217 is 3
The betweenness centrality of JOUR 340 is 16
The betweenness centrality of JOUR 445 is 0
The betweenness centrality of JOUR 220 is 0.000256016
The betweenness centrality of JOUR 240 is 0.000256016
The betweenness centrality of JOUR 250 is 0.000256016
The betweenness centrality of JOUR 280 is 0.000256016
The betweenness centrality of JOUR 293 is 0.000256016
The betweenness centrality of JOUR 311 is 0.000256016
The betweenness centrality of JOUR 315 is 0.5
The betweenness centrality of JOUR 317 is 4
The betweenness centrality of JOUR 335 is 0.5
The betweenness centrality of JOUR 356 is 0.000256016
The betweenness centrality of JOUR 360 is 0.000256016
The betweenness centrality of JOUR 361 is 0.000256016
The betweenness centrality of JOUR 400 is 0.000256016
The betweenness centrality of JOUR 417 is 4
The betweenness centrality of JOUR 425 is 1
The betweenness centrality of JOUR 450 is 0.000256016
The betweenness centrality of JOUR 451 is 0.000256016
The betweenness centrality of JOUR 452 is 0.000256016
The betweenness centrality of JOUR 453 is 0.000256016
The betweenness centrality of JOUR 454 is 0.000256016
The betweenness centrality of JOUR 460 is 0.000256016
The betweenness centrality of JOUR 471 is 0.000256016
The betweenness centrality of JOUR 475 is 0.5
The betweenness centrality of JOUR 480 is 0.5
The betweenness centrality of JOUR 482 is 0.000256016
The betweenness centrality of JOUR 483 is 0.000256016
The betweenness centrality of JOUR 490 is 0.000256016
The betweenness centrality of JOUR 494 is 0.000256016
The betweenness centrality of JOUR 495 is 0.000256016
The betweenness centrality of JOUR 500 is 0.000256016
The betweenness centrality of JOUR 501 is 0.000256016
The betweenness centrality of JOUR 505 is 0.000256016
The betweenness centrality of JOUR 515 is 0.000256016
The betweenness centrality of JOUR 590 is 0.000256016
The betweenness centrality of JS 108 is 0.000256016
The betweenness centrality of JS 120 is 0.000256016
The betweenness centrality of JS 199 is 0.000256016
The betweenness centrality of JS 201 is 0.000256016
The betweenness centrality of JS 209 is 0.000256016
The betweenness centrality of JS 211 is 0.000256016
The betweenness centrality of JS 212 is 0.000256016
The betweenness centrality of JS 231 is 0.000256016
The betweenness centrality of JS 252 is 0.000256016
The betweenness centrality of JS 261 is 0.000256016
The betweenness centrality of JS 262 is 0.000256016
The betweenness centrality of JS 269 is 0.000256016
The betweenness centrality of JS 284 is 0.000256016
The betweenness centrality of JS 320 is 0.000256016
The betweenness centrality of JS 335 is 0.000256016
The betweenness centrality of JS 399 is 0.000256016
The betweenness centrality of JS 442 is 0.000256016
The betweenness centrality of JS 495 is 0.000256016
The betweenness centrality of JS 551 is 0.000256016
The betweenness centrality of KIN 100 is 0.000256016
The betweenness centrality of KIN 101 is 0.000256016
The betweenness centrality of KIN 102 is 0.000256016
The betweenness centrality of KIN 103 is 0.000256016
The betweenness centrality of KIN 104 is 0.000256016
The betweenness centrality of KIN 107 is 0.000256016
The betweenness centrality of KIN 109 is 0.000256016
The betweenness centrality of KIN 111 is 0.000256016
The betweenness centrality of KIN 120 is 0.000256016
The betweenness centrality of KIN 122 is 0.000256016
The betweenness centrality of KIN 125 is 0.000256016
The betweenness centrality of KIN 140 is 2
The betweenness centrality of KIN 142 is 0.000256016
The betweenness centrality of KIN 150 is 0.5
The betweenness centrality of KIN 160 is 0.000256016
The betweenness centrality of KIN 199 is 0.000256016
The betweenness centrality of KIN 201 is 0.000256016
The betweenness centrality of KIN 230 is 0.000256016
The betweenness centrality of KIN 247 is 0.000256016
The betweenness centrality of KIN 259 is 0.000256016
The betweenness centrality of KIN 260 is 0.000256016
The betweenness centrality of KIN 261 is 0.000256016
The betweenness centrality of KIN 262 is 0.000256016
The betweenness centrality of KIN 268 is 0.000256016
The betweenness centrality of KIN 340 is 6
The betweenness centrality of KIN 345 is 0.000256016
The betweenness centrality of KIN 346 is 0.000256016
The betweenness centrality of KIN 352 is 3
The betweenness centrality of KIN 355 is 0.000256016
The betweenness centrality of KIN 360 is 0.000256016
The betweenness centrality of KIN 361 is 0.000256016
The betweenness centrality of KIN 362 is 0.000256016
The betweenness centrality of KIN 363 is 0.000256016
The betweenness centrality of KIN 364 is 0.000256016
The betweenness centrality of KIN 365 is 0.000256016
The betweenness centrality of KIN 369 is 0.000256016
The betweenness centrality of KIN 375 is 0.000256016
The betweenness centrality of KIN 385 is 0.000256016
The betweenness centrality of KIN 386 is 0.333333
The betweenness centrality of KIN 387 is 0.000256016
The betweenness centrality of KIN 390 is 0.000256016
The betweenness centrality of KIN 391 is 0.000256016
The betweenness centrality of KIN 393 is 0.000256016
The betweenness centrality of KIN 401 is 2
The betweenness centrality of KIN 407 is 0.000256016
The betweenness centrality of KIN 442 is 1
The betweenness centrality of KIN 443 is 0.5
The betweenness centrality of KIN 444 is 0.000256016
The betweenness centrality of KIN 448 is 0.000256016
The betweenness centrality of KIN 449 is 0.000256016
The betweenness centrality of KIN 452 is 0.333333
The betweenness centrality of KIN 453 is 0.000256016
The betweenness centrality of KIN 457 is 0.000256016
The betweenness centrality of KIN 459 is 0.000256016
The betweenness centrality of KIN 460 is 0.000256016
The betweenness centrality of KIN 470 is 0.333333
The betweenness centrality of KIN 473 is 1
The betweenness centrality of KIN 257 is 0
The betweenness centrality of KIN 474 is 0.000256016
The betweenness centrality of KIN 485 is 0.000256016
The betweenness centrality of KIN 494 is 0.000256016
The betweenness centrality of KIN 540 is 0.000256016
The betweenness centrality of KIN 543 is 0.000256016
The betweenness centrality of KIN 551 is 0.000256016
The betweenness centrality of KIN 552 is 0.000256016
The betweenness centrality of KIN 557 is 0.000256016
The betweenness centrality of KIN 560 is 0.000256016
The betweenness centrality of KIN 564 is 0.000256016
The betweenness centrality of KIN 565 is 0.000256016
The betweenness centrality of KIN 590 is 0.000256016
The betweenness centrality of KIN 591 is 0.000256016
The betweenness centrality of KIN 594 is 0.000256016
The betweenness centrality of KIN 599 is 0.000256016
The betweenness centrality of KOR 201 is 5
The betweenness centrality of KOR 202 is 11
The betweenness centrality of KOR 203 is 15
The betweenness centrality of KOR 204 is 17
The betweenness centrality of KOR 221 is 5
The betweenness centrality of KOR 222 is 9
The betweenness centrality of KOR 241 is 11
The betweenness centrality of KOR 242 is 11
The betweenness centrality of KOR 305 is 17
